obaf_number,source_af_type,number_arguments,cycle_probability,instance_number,beta,base_degree,semantics,reliability,number_of_agents,distribution_type,truth_extension,cosar_base_score,cosar_na_score,cosar_bayesian_score,wct_score,css_score
8789,BA,30,0.9,1,,,CO,0.5,15,uniform,a10|a11|a13|a14|a18|a19|a20|a24|a25|a28|a29,0,0,0,0,0
8790,BA,30,0.9,1,,,CO,0.5,15,average,a8|a14|a15|a16|a17|a18|a21|a23|a26|a27|a28|a29,0,0,0,0,0
8791,BA,30,0.9,1,,,CO,0.5,20,uniform,a1|a4|a11|a13|a14|a15|a18|a21|a24|a25|a27|a28|a29,0,0,0,0,0
8792,BA,30,0.9,1,,,CO,0.5,20,average,a1|a8|a9|a11|a12|a13|a14|a16|a18|a20|a21|a23|a25|a26|a27|a28|a29,0,0,0,0,0
8793,BA,30,0.9,1,,,CO,0.5,25,uniform,a10|a14|a17|a19|a21|a24|a27|a29,0,0,0,0,0
8794,BA,30,0.9,1,,,CO,0.5,25,average,a8|a10|a14|a16|a21|a22|a23|a26|a27|a29,0,0,0,0,0
8795,BA,30,0.9,1,,,CO,0.5,30,uniform,a11|a13|a14|a15|a16|a18|a20|a21|a22|a23|a25|a26|a27|a28|a29,0,0,0,0,0
8796,BA,30,0.9,1,,,CO,0.5,30,average,a9|a10|a12|a13|a14|a16|a18|a20|a23|a24|a25|a26|a28|a29,0,0,0,0,0
8797,BA,30,0.9,1,,,CO,0.6,5,uniform,a5|a12|a13|a14|a16|a17|a18|a23|a24|a25|a26|a28|a29,0,0,0,0,0
8798,BA,30,0.9,1,,,CO,0.6,5,average,a6|a9|a11|a12|a13|a14|a18|a20|a21|a25|a27|a28|a29,0,0,0,0,0
8799,BA,30,0.9,1,,,CO,0.6,10,uniform,a4|a8|a10|a11|a12|a14|a15|a16|a17|a18|a21|a23|a26|a27|a28|a29,0,0,0,0,1
8800,BA,30,0.9,1,,,CO,0.6,10,average,a6|a8|a11|a12|a13|a14|a18|a20|a21|a25|a27|a28|a29,0,0,0,0,0
8801,BA,30,0.9,1,,,CO,0.6,15,uniform,a5|a6|a12|a13|a14|a17|a18|a20|a24|a25|a28|a29,0,0,0,0,1
8802,BA,30,0.9,1,,,CO,0.6,15,average,a13|a14|a17|a18|a20|a24|a25|a28|a29,0,0,0,0,0
8803,BA,30,0.9,1,,,CO,0.6,20,uniform,a10|a13|a14|a18|a19|a20|a24|a25|a28|a29,0,0,0,0,0
8804,BA,30,0.9,1,,,CO,0.6,20,average,a6|a8|a11|a13|a14|a18|a20|a21|a22|a25|a27|a28|a29,0,0,0,0,1
8805,BA,30,0.9,1,,,CO,0.6,25,uniform,a10|a11|a12|a14|a17|a18|a19|a20|a21|a24|a27|a28|a29,0,0,0,0,1
8806,BA,30,0.9,1,,,CO,0.6,25,average,a3|a5|a9|a10|a12|a13|a14|a15|a18|a20|a24|a25|a28|a29,0,0,0,0,1
8807,BA,30,0.9,1,,,CO,0.6,30,uniform,a3|a12|a13|a14|a16|a18|a19|a20|a23|a24|a25|a26|a28|a29,0,0,0,0,0
8808,BA,30,0.9,1,,,CO,0.6,30,average,a1|a4|a5|a9|a11|a12|a13|a14|a15|a18|a24|a25|a28|a29,0,0,0,0,1
8809,BA,30,0.9,1,,,CO,0.7,5,uniform,a3|a5|a6|a9|a10|a13|a14|a15|a18|a20|a22|a24|a25|a28|a29,1,1,1,0,1
8810,BA,30,0.9,1,,,CO,0.7,5,average,a9|a10|a11|a12|a13|a14|a18|a19|a21|a25|a27|a28|a29,0,0,0,0,1
8811,BA,30,0.9,1,,,CO,0.7,10,uniform,a10|a13|a14|a15|a17|a18|a20|a25|a28|a29,0,0,0,0,1
8812,BA,30,0.9,1,,,CO,0.7,10,average,a9|a10|a13|a14|a16|a22|a23|a24|a25|a26|a29,0,0,0,0,1
8813,BA,30,0.9,1,,,CO,0.7,15,uniform,a1|a13|a14|a15|a16|a17|a18|a20|a21|a23|a24|a25|a26|a27|a28|a29,0,0,0,0,1
8814,BA,30,0.9,1,,,CO,0.7,15,average,a6|a10|a11|a13|a14|a17|a20|a24|a25|a29,0,0,0,0,1
8815,BA,30,0.9,1,,,CO,0.7,20,uniform,a4|a11|a12|a14|a18|a19|a24|a28|a29,0,0,0,0,1
8816,BA,30,0.9,1,,,CO,0.7,20,average,a9|a10|a13|a14|a15|a18|a25|a28|a29,0,0,0,0,1
8817,BA,30,0.9,1,,,CO,0.7,25,uniform,a4|a5|a10|a11|a13|a14|a16|a17|a19|a22|a23|a24|a25|a26|a29,0,0,0,0,1
8818,BA,30,0.9,1,,,CO,0.7,25,average,a10|a11|a14|a17|a18|a19|a28|a29,0,0,0,0,1
8819,BA,30,0.9,1,,,CO,0.7,30,uniform,a1|a9|a11|a13|a14|a16|a18|a19|a22|a23|a24|a25|a26|a28|a29,0,0,0,0,1
8820,BA,30,0.9,1,,,CO,0.7,30,average,a4|a11|a13|a14|a16|a17|a18|a19|a21|a22|a23|a25|a26|a27|a28|a29,0,0,0,0,1
8821,BA,30,0.9,1,,,CO,0.8,5,uniform,a9|a13|a14|a18|a21|a22|a24|a25|a27|a28|a29,0,0,0,0,1
8822,BA,30,0.9,1,,,CO,0.8,5,average,a5|a6|a10|a13|a14|a19|a22|a24|a25|a29,0,0,0,0,1
8823,BA,30,0.9,1,,,CO,0.8,10,uniform,a13|a14|a17|a18|a25|a28|a29,0,0,0,0,1
8824,BA,30,0.9,1,,,CO,0.8,10,average,a5|a11|a13|a14|a15|a18|a20|a22|a24|a25|a28|a29,0,0,0,0,1
8825,BA,30,0.9,1,,,CO,0.8,15,uniform,a1|a13|a14|a17|a18|a19|a20|a22|a24|a25|a28|a29,0,0,0,0,1
8826,BA,30,0.9,1,,,CO,0.8,15,average,a4|a11|a12|a14|a15|a16|a18|a23|a24|a26|a28|a29,0,0,0,0,1
8827,BA,30,0.9,1,,,CO,0.8,20,uniform,a1|a4|a11|a13|a14|a16|a18|a19|a21|a23|a24|a25|a26|a27|a28|a29,0,0,0,0,1
8828,BA,30,0.9,1,,,CO,0.8,20,average,a1|a4|a6|a11|a13|a14|a18|a19|a24|a25|a28|a29,0,0,0,0,1
8829,BA,30,0.9,1,,,CO,0.8,25,uniform,a4|a10|a11|a14|a17|a18|a19|a21|a22|a24|a27|a28|a29,0,0,0,0,1
8830,BA,30,0.9,1,,,CO,0.8,25,average,a11|a14|a22|a29,0,0,0,0,1
8831,BA,30,0.9,1,,,CO,0.8,30,uniform,a8|a10|a13|a14|a15|a17|a18|a20|a21|a25|a27|a28|a29,0,0,0,0,1
8832,BA,30,0.9,1,,,CO,0.8,30,average,a1|a11|a13|a14|a16|a18|a19|a21|a22|a23|a25|a26|a27|a28|a29,0,0,0,0,1
8833,BA,30,0.9,1,,,CO,0.9,5,uniform,a1|a9|a11|a13|a14|a15|a18|a20|a22|a24|a25|a28|a29,0,0,0,0,1
8834,BA,30,0.9,1,,,CO,0.9,5,average,a6|a9|a13|a14|a18|a19|a21|a25|a27|a28|a29,0,0,0,0,1
8835,BA,30,0.9,1,,,CO,0.9,10,uniform,a5|a6|a9|a11|a13|a14|a18|a22|a24|a25|a28|a29,0,0,0,0,1
8836,BA,30,0.9,1,,,CO,0.9,10,average,a5|a11|a13|a14|a17|a18|a22|a24|a25|a28|a29,0,0,0,0,1
8837,BA,30,0.9,1,,,CO,0.9,15,uniform,a1|a5|a11|a13|a14|a17|a18|a19|a24|a25|a28|a29,0,0,0,0,1
8838,BA,30,0.9,1,,,CO,0.9,15,average,a0|a10|a11|a14|a16|a17|a19|a20|a21|a23|a26|a27|a29,0,0,0,0,1
8839,BA,30,0.9,1,,,CO,0.9,20,uniform,a9|a11|a12|a13|a14|a18|a19|a20|a24|a25|a28|a29,0,0,0,0,1
8840,BA,30,0.9,1,,,CO,0.9,20,average,a6|a10|a13|a14|a22|a25|a29,0,0,0,0,1
8841,BA,30,0.9,1,,,CO,0.9,25,uniform,a6|a10|a12|a13|a14|a17|a18|a20|a24|a25|a28|a29,0,0,0,0,1
8842,BA,30,0.9,1,,,CO,0.9,25,average,a1|a6|a11|a12|a13|a14|a18|a19|a20|a21|a25|a27|a28|a29,0,0,0,0,1
8843,BA,30,0.9,1,,,CO,0.9,30,uniform,a10|a13|a14|a16|a18|a21|a23|a24|a25|a26|a27|a28|a29,0,0,0,0,1
8844,BA,30,0.9,1,,,CO,0.9,30,average,a9|a12|a13|a14|a16|a18|a19|a21|a23|a24|a25|a26|a27|a28|a29,0,0,0,0,1
8845,BA,30,0.9,1,,,CO,1.0,5,uniform,a14|a16|a17|a18|a19|a20|a22|a23|a24|a26|a28|a29,0,0,0,0,1
8846,BA,30,0.9,1,,,CO,1.0,5,average,a11|a14|a16|a22|a23|a24|a26|a29,0,0,0,0,1
8847,BA,30,0.9,1,,,CO,1.0,10,uniform,a3|a13|a14|a17|a18|a20|a21|a22|a24|a25|a27|a28|a29,0,0,0,0,1
8848,BA,30,0.9,1,,,CO,1.0,10,average,a11|a13|a14|a15|a18|a20|a21|a24|a25|a27|a28|a29,0,0,0,0,1
8849,BA,30,0.9,1,,,CO,1.0,15,uniform,a6|a13|a14|a15|a17|a18|a22|a25|a28|a29,0,0,0,0,1
8850,BA,30,0.9,1,,,CO,1.0,15,average,a11|a14|a16|a19|a20|a21|a23|a26|a27|a29,0,0,0,0,1
8851,BA,30,0.9,1,,,CO,1.0,20,uniform,a4|a10|a11|a12|a14|a17|a18|a19|a21|a27|a28|a29,0,0,0,0,1
8852,BA,30,0.9,1,,,CO,1.0,20,average,a9|a10|a11|a13|a14|a15|a16|a18|a20|a21|a23|a25|a26|a27|a28|a29,0,0,0,0,1
8853,BA,30,0.9,1,,,CO,1.0,25,uniform,a10|a13|a14|a17|a24|a25|a29,0,0,0,0,1
8854,BA,30,0.9,1,,,CO,1.0,25,average,a9|a10|a11|a12|a13|a14|a16|a18|a23|a25|a26|a28|a29,0,0,0,0,1
8855,BA,30,0.9,1,,,CO,1.0,30,uniform,a2|a4|a8|a9|a10|a11|a13|a14|a19|a21|a22|a25|a27|a29,0,0,0,0,1
8856,BA,30,0.9,1,,,CO,1.0,30,average,a4|a11|a13|a14|a17|a18|a21|a24|a25|a27|a28|a29,0,0,0,0,1
8857,BA,30,0.9,3,,,PR,0.2,5,uniform,a0|a5|a6|a9|a10|a11|a12|a13|a15|a17|a19|a20|a23|a25|a26|a27|a28,0,0,0,0,0
8858,BA,30,0.9,3,,,PR,0.2,5,average,a1|a3|a5|a7|a9|a10|a16|a17|a18|a19|a21|a22|a23|a26|a27|a28|a29,0,0,0,0,0
8859,BA,30,0.9,3,,,PR,0.2,10,uniform,a1|a4|a5|a6|a9|a10|a11|a13|a14|a16|a17|a18|a21|a22|a26|a29,0,0,0,0,0
8860,BA,30,0.9,3,,,PR,0.2,10,average,a1|a4|a5|a6|a8|a11|a13|a14|a15|a16|a21|a24|a26|a29,0,0,0,0,0
8861,BA,30,0.9,3,,,PR,0.2,15,uniform,a0|a2|a6|a9|a10|a11|a13|a14|a17|a18|a20|a22|a23|a25|a29,0,0,0,0,0
8862,BA,30,0.9,3,,,PR,0.2,15,average,a3|a5|a8|a11|a13|a14|a15|a16|a20|a21|a23|a24|a25|a26|a29,0,0,0,0,0
8863,BA,30,0.9,3,,,PR,0.2,20,uniform,a1|a5|a6|a9|a10|a11|a12|a13|a14|a16|a17|a18|a21|a22|a23|a26,0,0,0,0,0
8864,BA,30,0.9,3,,,PR,0.2,20,average,a2|a6|a9|a10|a11|a12|a13|a14|a16|a17|a18|a20|a21|a22|a23|a25,0,0,0,0,0
8865,BA,30,0.9,3,,,PR,0.2,25,uniform,a0|a4|a5|a6|a8|a11|a13|a14|a18|a20|a22|a24|a25|a26|a29,0,0,0,0,0
8866,BA,30,0.9,3,,,PR,0.2,25,average,a3|a4|a5|a7|a9|a10|a16|a18|a19|a20|a21|a22|a24|a25|a26|a27|a28|a29,0,0,0,0,0
8867,BA,30,0.9,3,,,PR,0.2,30,uniform,a0|a4|a5|a6|a9|a10|a11|a12|a13|a15|a19|a20|a24|a25|a26|a27|a28,0,0,0,0,0
8868,BA,30,0.9,3,,,PR,0.2,30,average,a1|a3|a5|a8|a11|a12|a13|a14|a15|a16|a21|a23|a24|a26,0,0,0,0,0
8869,BA,30,0.9,3,,,PR,0.3,5,uniform,a0|a4|a5|a6|a9|a10|a11|a12|a13|a14|a18|a20|a22|a24|a25|a26,0,0,0,0,0
8870,BA,30,0.9,3,,,PR,0.3,5,average,a0|a5|a6|a8|a11|a13|a15|a19|a20|a23|a24|a25|a26|a27|a28|a29,0,0,0,0,0
8871,BA,30,0.9,3,,,PR,0.3,10,uniform,a2|a6|a9|a10|a11|a13|a16|a18|a19|a20|a21|a22|a23|a24|a25|a27|a28|a29,0,0,0,0,0
8872,BA,30,0.9,3,,,PR,0.3,10,average,a1|a5|a6|a7|a9|a10|a16|a18|a19|a21|a22|a23|a24|a26|a27|a28|a29,0,0,0,0,0
8873,BA,30,0.9,3,,,PR,0.3,15,uniform,a1|a3|a4|a5|a8|a11|a12|a13|a15|a16|a19|a21|a24|a26|a27|a28,0,0,0,0,0
8874,BA,30,0.9,3,,,PR,0.3,15,average,a3|a4|a5|a8|a11|a12|a13|a15|a16|a19|a20|a21|a24|a25|a26|a27|a28,0,0,0,0,0
8875,BA,30,0.9,3,,,PR,0.3,20,uniform,a1|a5|a6|a9|a10|a11|a12|a13|a14|a16|a18|a21|a22|a23|a24|a26,0,0,0,0,0
8876,BA,30,0.9,3,,,PR,0.3,20,average,a0|a4|a5|a6|a8|a11|a13|a18|a19|a20|a22|a24|a25|a26|a27|a28|a29,0,0,0,0,0
8877,BA,30,0.9,3,,,PR,0.3,25,uniform,a1|a3|a5|a9|a10|a11|a12|a13|a16|a18|a19|a21|a22|a23|a24|a26|a27|a28,0,0,0,0,0
8878,BA,30,0.9,3,,,PR,0.3,25,average,a1|a3|a4|a5|a8|a11|a12|a13|a16|a18|a19|a21|a22|a24|a26|a27|a28,0,0,0,0,0
8879,BA,30,0.9,3,,,PR,0.3,30,uniform,a4|a5|a6|a9|a10|a11|a12|a13|a14|a16|a17|a18|a20|a21|a22|a25|a26,0,0,0,0,0
8880,BA,30,0.9,3,,,PR,0.3,30,average,a3|a4|a5|a9|a10|a11|a13|a14|a16|a18|a20|a21|a22|a24|a25|a26|a29,0,0,0,0,0
8881,BA,30,0.9,3,,,PR,0.4,5,uniform,a1|a3|a4|a5|a9|a10|a11|a13|a14|a15|a16|a21|a24|a26|a29,0,0,0,0,0
8882,BA,30,0.9,3,,,PR,0.4,5,average,a0|a5|a6|a9|a10|a11|a13|a15|a17|a19|a20|a23|a25|a26|a27|a28|a29,0,0,0,0,0
8883,BA,30,0.9,3,,,PR,0.4,10,uniform,a1|a5|a6|a8|a11|a13|a14|a15|a16|a21|a23|a24|a26|a29,0,0,0,0,0
8884,BA,30,0.9,3,,,PR,0.4,10,average,a2|a6|a8|a11|a13|a14|a16|a18|a20|a21|a22|a23|a24|a25|a29,0,0,0,0,0
8885,BA,30,0.9,3,,,PR,0.4,15,uniform,a0|a5|a6|a9|a10|a11|a12|a13|a18|a19|a20|a22|a23|a24|a25|a26|a27|a28,0,0,0,0,0
8886,BA,30,0.9,3,,,PR,0.4,15,average,a0|a4|a5|a6|a9|a10|a11|a12|a13|a14|a15|a17|a20|a25|a26,0,0,0,0,0
8887,BA,30,0.9,3,,,PR,0.4,20,uniform,a0|a5|a6|a7|a9|a10|a17|a18|a19|a20|a22|a23|a25|a26|a27|a28|a29,0,0,0,0,0
8888,BA,30,0.9,3,,,PR,0.4,20,average,a4|a5|a6|a8|a11|a13|a14|a15|a16|a20|a21|a24|a25|a26|a29,0,0,0,0,0
8889,BA,30,0.9,3,,,PR,0.4,25,uniform,a0|a4|a5|a6|a9|a10|a11|a12|a13|a14|a15|a17|a20|a25|a26,0,0,0,0,0
8890,BA,30,0.9,3,,,PR,0.4,25,average,a1|a5|a6|a9|a10|a11|a13|a14|a16|a18|a21|a22|a23|a24|a26|a29,0,0,0,0,0
8891,BA,30,0.9,3,,,PR,0.4,30,uniform,a4|a5|a6|a8|a11|a12|a13|a14|a16|a18|a20|a21|a22|a24|a25|a26,0,0,0,0,0
8892,BA,30,0.9,3,,,PR,0.4,30,average,a1|a3|a5|a7|a9|a10|a15|a16|a19|a21|a23|a24|a26|a27|a28|a29,0,0,0,0,0
8893,BA,30,0.9,3,,,PR,0.5,5,uniform,a3|a4|a5|a9|a10|a11|a13|a14|a16|a18|a20|a21|a22|a24|a25|a26|a29,0,0,0,0,0
8894,BA,30,0.9,3,,,PR,0.5,5,average,a3|a5|a9|a10|a11|a13|a14|a15|a16|a17|a20|a21|a23|a25|a26|a29,0,0,0,0,0
8895,BA,30,0.9,3,,,PR,0.5,10,uniform,a5|a6|a9|a10|a11|a13|a15|a16|a19|a20|a21|a23|a24|a25|a26|a27|a28|a29,0,0,0,0,0
8896,BA,30,0.9,3,,,PR,0.5,10,average,a1|a4|a5|a6|a7|a9|a10|a15|a16|a17|a19|a21|a26|a27|a28|a29,0,0,0,0,0
8897,BA,30,0.9,3,,,PR,0.5,15,uniform,a4|a5|a6|a8|a11|a13|a16|a18|a19|a20|a21|a22|a24|a25|a26|a27|a28|a29,0,0,0,0,0
8898,BA,30,0.9,3,,,PR,0.5,15,average,a1|a4|a5|a6|a8|a11|a13|a14|a15|a16|a21|a24|a26|a29,0,0,0,0,0
8899,BA,30,0.9,3,,,PR,0.5,20,uniform,a0|a5|a6|a7|a9|a10|a15|a17|a19|a20|a23|a25|a26|a27|a28|a29,0,0,0,0,0
8900,BA,30,0.9,3,,,PR,0.5,20,average,a3|a5|a7|a9|a10|a16|a17|a18|a19|a20|a21|a22|a23|a25|a26|a27|a28|a29,0,0,0,0,0
8901,BA,30,0.9,3,,,PR,0.5,25,uniform,a1|a3|a5|a9|a10|a11|a13|a14|a16|a17|a18|a21|a22|a23|a26|a29,0,0,0,0,0
8902,BA,30,0.9,3,,,PR,0.5,25,average,a4|a5|a6|a9|a10|a11|a13|a14|a16|a18|a20|a21|a22|a24|a25|a26|a29,0,0,0,0,0
8903,BA,30,0.9,3,,,PR,0.5,30,uniform,a1|a4|a5|a6|a9|a10|a11|a13|a14|a15|a16|a17|a21|a26|a29,0,0,0,0,0
8904,BA,30,0.9,3,,,PR,0.5,30,average,a1|a3|a4|a5|a8|a11|a12|a13|a14|a15|a16|a21|a24|a26,0,0,0,0,0
8905,BA,30,0.9,3,,,PR,0.6,5,uniform,a1|a3|a5|a8|a11|a13|a14|a15|a16|a21|a23|a24|a26|a29,1,1,0,0,1
8906,BA,30,0.9,3,,,PR,0.6,5,average,a1|a3|a5|a9|a10|a11|a12|a13|a16|a18|a19|a21|a22|a23|a24|a26|a27|a28,1,0,0,0,0
8907,BA,30,0.9,3,,,PR,0.6,10,uniform,a2|a6|a9|a10|a11|a12|a13|a16|a17|a18|a19|a20|a21|a22|a23|a25|a27|a28,0,0,0,0,0
8908,BA,30,0.9,3,,,PR,0.6,10,average,a2|a3|a9|a10|a11|a13|a16|a18|a19|a20|a21|a22|a23|a24|a25|a27|a28|a29,1,1,1,0,1
8909,BA,30,0.9,3,,,PR,0.6,15,uniform,a0|a4|a5|a6|a8|a11|a13|a14|a18|a20|a22|a24|a25|a26|a29,1,1,0,0,1
8910,BA,30,0.9,3,,,PR,0.6,15,average,a3|a5|a9|a10|a11|a13|a14|a16|a18|a20|a21|a22|a23|a24|a25|a26|a29,1,1,1,0,1
8911,BA,30,0.9,3,,,PR,0.6,20,uniform,a0|a2|a6|a9|a10|a11|a12|a13|a18|a19|a20|a22|a23|a24|a25|a27|a28,1,1,1,0,1
8912,BA,30,0.9,3,,,PR,0.6,20,average,a3|a5|a9|a10|a11|a12|a13|a16|a17|a18|a19|a20|a21|a22|a23|a25|a26|a27|a28,1,1,1,0,1
8913,BA,30,0.9,3,,,PR,0.6,25,uniform,a5|a6|a9|a10|a11|a12|a13|a14|a15|a16|a17|a20|a21|a23|a25|a26,1,1,1,0,1
8914,BA,30,0.9,3,,,PR,0.6,25,average,a0|a5|a6|a9|a10|a11|a12|a13|a14|a15|a17|a20|a23|a25|a26,1,1,1,0,1
8915,BA,30,0.9,3,,,PR,0.6,30,uniform,a2|a3|a9|a10|a11|a12|a13|a14|a16|a18|a20|a21|a22|a23|a24|a25,1,1,1,0,1
8916,BA,30,0.9,3,,,PR,0.6,30,average,a1|a3|a5|a8|a11|a13|a16|a18|a19|a21|a22|a23|a24|a26|a27|a28|a29,1,1,1,0,1
8917,BA,30,0.9,3,,,PR,0.7,5,uniform,a1|a3|a5|a7|a9|a10|a15|a16|a19|a21|a23|a24|a26|a27|a28|a29,0,1,0,0,1
8918,BA,30,0.9,3,,,PR,0.7,5,average,a3|a4|a5|a9|a10|a11|a12|a13|a14|a15|a16|a20|a21|a24|a25|a26,1,1,1,0,1
8919,BA,30,0.9,3,,,PR,0.7,10,uniform,a1|a5|a6|a8|a11|a13|a14|a15|a16|a21|a23|a24|a26|a29,1,1,1,0,1
8920,BA,30,0.9,3,,,PR,0.7,10,average,a3|a5|a9|a10|a11|a13|a15|a16|a17|a19|a20|a21|a23|a25|a26|a27|a28|a29,1,1,1,0,1
8921,BA,30,0.9,3,,,PR,0.7,15,uniform,a1|a4|a5|a6|a8|a11|a12|a13|a15|a16|a19|a21|a24|a26|a27|a28,1,1,1,0,1
8922,BA,30,0.9,3,,,PR,0.7,15,average,a1|a3|a4|a5|a8|a11|a13|a14|a16|a18|a21|a22|a24|a26|a29,1,1,1,0,1
8923,BA,30,0.9,3,,,PR,0.7,20,uniform,a1|a3|a5|a8|a11|a12|a13|a15|a16|a19|a21|a23|a24|a26|a27|a28,1,1,1,0,1
8924,BA,30,0.9,3,,,PR,0.7,20,average,a0|a5|a6|a9|a10|a11|a13|a14|a18|a20|a22|a23|a24|a25|a26|a29,1,1,1,0,1
8925,BA,30,0.9,3,,,PR,0.7,25,uniform,a0|a4|a5|a6|a8|a11|a12|a13|a18|a19|a20|a22|a24|a25|a26|a27|a28,1,1,1,0,1
8926,BA,30,0.9,3,,,PR,0.7,25,average,a1|a4|a5|a6|a9|a10|a11|a12|a13|a14|a15|a16|a17|a21|a26,1,1,1,0,1
8927,BA,30,0.9,3,,,PR,0.7,30,uniform,a1|a3|a4|a5|a8|a11|a12|a13|a14|a16|a18|a21|a22|a24|a26,1,1,1,0,1
8928,BA,30,0.9,3,,,PR,0.7,30,average,a0|a4|a5|a6|a7|a9|a10|a17|a18|a19|a20|a22|a25|a26|a27|a28|a29,1,1,1,0,1
8929,BA,30,0.9,3,,,PR,0.8,5,uniform,a1|a4|a5|a6|a9|a10|a11|a13|a14|a15|a16|a17|a21|a26|a29,1,1,1,0,1
8930,BA,30,0.9,3,,,PR,0.8,5,average,a0|a4|a5|a6|a9|a10|a11|a12|a13|a14|a15|a20|a24|a25|a26,1,1,1,0,1
8931,BA,30,0.9,3,,,PR,0.8,10,uniform,a0|a5|a6|a8|a11|a13|a18|a19|a20|a22|a23|a24|a25|a26|a27|a28|a29,1,1,1,0,1
8932,BA,30,0.9,3,,,PR,0.8,10,average,a2|a3|a9|a10|a11|a12|a13|a16|a17|a18|a19|a20|a21|a22|a23|a25|a27|a28,1,1,1,0,1
8933,BA,30,0.9,3,,,PR,0.8,15,uniform,a3|a4|a5|a8|a11|a12|a13|a16|a18|a19|a20|a21|a22|a24|a25|a26|a27|a28,1,1,1,0,1
8934,BA,30,0.9,3,,,PR,0.8,15,average,a4|a5|a6|a9|a10|a11|a12|a13|a14|a15|a16|a17|a20|a21|a25|a26,1,1,1,0,1
8935,BA,30,0.9,3,,,PR,0.8,20,uniform,a1|a5|a6|a8|a11|a12|a13|a15|a16|a19|a21|a23|a24|a26|a27|a28,1,1,1,0,1
8936,BA,30,0.9,3,,,PR,0.8,20,average,a0|a5|a6|a9|a10|a11|a12|a13|a18|a19|a20|a22|a23|a24|a25|a26|a27|a28,1,1,1,0,1
8937,BA,30,0.9,3,,,PR,0.8,25,uniform,a1|a5|a6|a9|a10|a11|a12|a13|a15|a16|a19|a21|a23|a24|a26|a27|a28,1,1,1,0,1
8938,BA,30,0.9,3,,,PR,0.8,25,average,a1|a3|a4|a5|a8|a11|a13|a16|a18|a19|a21|a22|a24|a26|a27|a28|a29,1,1,1,0,1
8939,BA,30,0.9,3,,,PR,0.8,30,uniform,a0|a5|a6|a9|a10|a11|a12|a13|a15|a19|a20|a23|a24|a25|a26|a27|a28,1,1,1,0,1
8940,BA,30,0.9,3,,,PR,0.8,30,average,a3|a4|a5|a8|a11|a12|a13|a15|a16|a19|a20|a21|a24|a25|a26|a27|a28,1,1,1,0,1
8941,BA,30,0.9,3,,,PR,0.9,5,uniform,a3|a4|a5|a8|a11|a12|a13|a14|a16|a18|a20|a21|a22|a24|a25|a26,1,1,1,0,1
8942,BA,30,0.9,3,,,PR,0.9,5,average,a3|a4|a5|a8|a11|a12|a13|a15|a16|a19|a20|a21|a24|a25|a26|a27|a28,1,1,1,0,1
8943,BA,30,0.9,3,,,PR,0.9,10,uniform,a2|a6|a8|a11|a12|a13|a16|a18|a19|a20|a21|a22|a23|a24|a25|a27|a28,1,1,1,0,1
8944,BA,30,0.9,3,,,PR,0.9,10,average,a1|a5|a6|a9|a10|a11|a12|a13|a14|a16|a18|a21|a22|a23|a24|a26,1,1,1,0,1
8945,BA,30,0.9,3,,,PR,0.9,15,uniform,a3|a5|a9|a10|a11|a13|a15|a16|a19|a20|a21|a23|a24|a25|a26|a27|a28|a29,1,1,1,0,1
8946,BA,30,0.9,3,,,PR,0.9,15,average,a4|a5|a6|a9|a10|a11|a12|a13|a14|a15|a16|a17|a20|a21|a25|a26,1,1,1,0,1
8947,BA,30,0.9,3,,,PR,0.9,20,uniform,a0|a5|a6|a8|a11|a13|a18|a19|a20|a22|a23|a24|a25|a26|a27|a28|a29,1,1,1,0,1
8948,BA,30,0.9,3,,,PR,0.9,20,average,a1|a4|a5|a6|a7|a9|a10|a15|a16|a17|a19|a21|a26|a27|a28|a29,1,1,1,0,1
8949,BA,30,0.9,3,,,PR,0.9,25,uniform,a3|a5|a8|a11|a13|a16|a18|a19|a20|a21|a22|a23|a24|a25|a26|a27|a28|a29,1,1,1,0,1
8950,BA,30,0.9,3,,,PR,0.9,25,average,a4|a5|a6|a9|a10|a11|a12|a13|a14|a16|a17|a18|a20|a21|a22|a25|a26,1,1,1,0,1
8951,BA,30,0.9,3,,,PR,0.9,30,uniform,a5|a6|a7|a9|a10|a15|a16|a19|a20|a21|a23|a24|a25|a26|a27|a28|a29,1,1,1,0,1
8952,BA,30,0.9,3,,,PR,0.9,30,average,a1|a5|a6|a9|a10|a11|a13|a14|a15|a16|a17|a21|a23|a26|a29,1,1,1,0,1
8953,BA,30,0.9,3,,,PR,1.0,5,uniform,a2|a6|a8|a11|a13|a16|a18|a19|a20|a21|a22|a23|a24|a25|a27|a28|a29,1,1,1,0,1
8954,BA,30,0.9,3,,,PR,1.0,5,average,a3|a4|a5|a8|a11|a13|a16|a18|a19|a20|a21|a22|a24|a25|a26|a27|a28|a29,1,1,1,0,1
8955,BA,30,0.9,3,,,PR,1.0,10,uniform,a1|a3|a4|a5|a9|a10|a11|a13|a14|a16|a18|a21|a22|a24|a26|a29,1,1,1,0,1
8956,BA,30,0.9,3,,,PR,1.0,10,average,a2|a3|a9|a10|a11|a12|a13|a16|a18|a19|a20|a21|a22|a23|a24|a25|a27|a28,1,1,1,0,1
8957,BA,30,0.9,3,,,PR,1.0,15,uniform,a3|a4|a5|a9|a10|a11|a13|a14|a15|a16|a20|a21|a24|a25|a26|a29,1,1,1,0,1
